CBP;DOMAIN;device;Device;Ger?;;;;
DLC;REST;general.name;Name;Name;;;;;
DLC;REST;general.save;Save;Speichern;;;;;
DLC;REST;general.Stage;Stage;Phase;;;;;
DLC;REST;general.clone;Clone;Klonen;;;;;
DLC;REST;general.editx;Edit '{0}';'{0}' bearbeiten;;;;;
DLC;REST;general.stage;Stage;Phase;;;;;
DLC;REST;general.state;Status;Status;x;x;;;
DLC;REST;general.cancel;Cancel;Abbrechen;;;;;
DLC;REST;general.clonex;Clone '{0}';'{0}' klonen;;;;;
DLC;REST;general.remove;Remove;Entfernen;;;;;
DLC;REST;general.states;Statuses;Status;x;x;;;
DLC;REST;general.usedBy;Used by;Verwendet durch;;;;;
DLC;REST;general.details;Details;Details;;;;;
DLC;REST;general.initial;Initial;Erstfassung;;;;;
DLC;REST;general.removex;Remove '{0}'?;'{0}' entfernen?;;;;;
DLC;REST;general.removing;Removing...;Daten werden entfernt...;;;;;
DLC;REST;general.privileges;Privileges;Privilegien;;;;;
DLC;REST;general.transition;Transition;?ergang;;;;;
DLC;REST;general.transitions;Transitions;?erg?e;;;;;
DLC;REST;general.triggeredBy;Triggered by;Ausgel?durch;;;;;
DLC;REST;general.addTransition;Add transition;?ergang hinzuf?;;;;;
DLC;REST;general.administration;Administration;Administration;;;;;
DLC;REST;general.deviceLifeCycle;Device life cycle;Ger?lebenszyklus;;;;;
DLC;REST;general.deviceLifeCycles;Device life cycles;Ger?lebenszyklen;;;;;
DLC;REST;deviceLifeCycleStates.add;Add status;Status hinzuf?;x;x;;;
DLC;REST;deviceLifeCycleStates.edit;Edit status;Status bearbeiten;x;x;;;
DLC;REST;general.addDeviceLifeCycle;Add device life cycle;Ger?lebenszyklus hinzuf?.;;;;;
DLC;REST;deviceLifeCycleStates.added;Status added;Status hinzugef?x;x;;;
DLC;REST;deviceLifeCycleStates.saved;Status saved;Status gespeichert;x;x;;;
DLC;REST;deviceLifeCycles.edit.title;Edit '{0}';'{0}' bearbeiten;;;;;
DLC;REST;deviceLifeCycleStates.states;Statuses;Status;x;x;;;
DLC;REST;deviceLifeCycles.empty.title;No device life cycles found;Keine Ger?lebenszyklen gefunden.;;;;;
DLC;REST;general.cloneDeviceLifeCycle;Clone device life cycle;Ger?lebenszyklus klonen;;;;;
DLC;REST;general.dlc.no.longer.be.used;The device life cycle was archived and can no longer be used;Der Arbeitszyklus des Ger? wurde archiviert und kann nicht mehr verwendet werden.;;;;;
DLC;REST;transitionBusinessProcess.exit;Processes on exit;Prozesse am Ausgang;;;;;
DLC;REST;deviceLifeCycles.add.successMsg;Device life cycle added;Ger?lebenszyklus hinzugef?;;;;
DLC;REST;transitionBusinessProcess.entry;Processes on entry;Prozesse am Eingang;;;;;
DLC;REST;deviceLifeCycleStates.remove.msg;This status will no longer be available.;Dieser Status wird nicht mehr verf?r sein.;x;;;;
DLC;REST;deviceLifeCycles.add.templateMsg;The new device life cycle is based on the standard template and will use the same statuses and transitions.;Der neue Ger?lebenszyklus basiert auf der Standardvorlage und wird dieselben Status und ?erg?e verwenden.;x;x;;;
DLC;REST;deviceLifeCycles.edit.successMsg;Device life cycle saved;Ger?lebenszyklus gespeichert;;;;;
DLC;REST;deviceLifeCycleStates.empty.title;No statuses found;Keine Status gefunden.;x;x;;;
DLC;REST;deviceLifeCycles.clone.successMsg;Device life cycle cloned;Ger?lebenszyklus geklont;;;;;
DLC;REST;deviceLifeCycles.empty.list.item1;No device life cycles have been defined yet.;Es wurden noch keine Ger?lebenszyklen definiert.;;;;;
DLC;REST;deviceLifeCycles.empty.list.item2;Device life cycles exist, but you don''t have permission to view them.;Die Ger?lebenszyklen sind vorhanden, Sie sind jedoch nicht befugt, sie einzusehen.;x;;;;
DLC;REST;deviceLifeCycles.removeSuccessMsg;Device life cycle removed;Ger?lebenszyklus entfernt;;;;;
DLC;REST;general.deviceLifeCycleManagement;Device life cycle management;Ger?lebenszyklus-Verwaltung;;;;;
DLC;REST;general.nrOfProcesses.selected[0];No processes selected;Keine Prozesse ausgew?t;;;;;
DLC;REST;general.nrOfProcesses.selected[1];{0} process selected;{0} Prozess ausgew?t;;;;;
DLC;REST;deviceLifeCycleStates.initialState;Initial status;Anfangsstatus;x;x;;;
DLC;REST;deviceLifeCycleStates.selectAStage;Select a stage...;Phase ausw?en ...;;;;;
DLC;REST;deviceLifeCycleStates.setAsInitial;Set as initial status;Als Anfangsstatus festlegen.;x;x;;;
DLC;REST;deviceLifeCycles.clone.templateMsg;The new device life cycle is based on '{0}' and will use the same statuses and transitions.;Der neue Ger?lebenszyklus basiert auf '{0}' und wird dieselben Status und ?erg?e verwenden.;x;x;;;
DLC;REST;general.nrOfProcesses.selected[many];{0} processes selected;{0} Prozesse ausgew?t;;;;;
DLC;REST;deviceLifeCycleTransitions.remove.msg;This transition will no longer be available.;Dieser ?ergang wird nicht l?er verf?r sein.;;;;;
DLC;REST;transitionBusinessProcess.empty.title;No processes found;Keine Prozesse gefunden.;;;;;
DLC;REST;deviceLifeCycleStates.empty.list.item1;No statuses have been added yet;Es wurde noch keinen Status hinzugef?;x;x;;;
DLC;REST;deviceLifeCycleStates.noProcessesAdded;No processes have been added;Es wurden keine Prozesse hinzugef?;;;;;
DLC;REST;deviceLifeCycleTransitions.add.showAll;Show all;Alle anzeigen;;;;;
DLC;REST;deviceLifeCycleTransitions.empty.title;No transitions found;Keine ?erg?e gefunden;;;;;
DLC;REST;transitionBusinessProcess.addProcesses;Add processes;Prozesse hinzuf?;;;;;
DLC;REST;deviceLifeCycleTransitions.add.noStates;There are no statuses available.;Es sind keine Status verf?r.;x;x;;;
DLC;REST;deviceLifeCycleStates.remove.success.msg;Status removed;Status entfernt;x;x;;;
DLC;REST;deviceLifeCycles.confirmWindow.removeMsg;This device life cycle will no longer be available.;Dieser Ger?lebenszyklus wird nicht mehr verf?r sein.;;;;;
DLC;REST;transitionBusinessProcesses.process.name;Name;Name;;;;;
DLC;REST;deviceLifeCycleTransitions.add.autoActions;Auto actions;Auto-Aktionen;;;;;
DLC;REST;deviceLifeCycles.pagingtoolbartop.emptyMsg;There are no device life cycles to display;Keine Ger?lebenszyklen zur Anzeige verf?r.;;;;;
DLC;REST;transitionBusinessProcess.empty.list.item1;No processes are defined yet;Es wurden noch keine Prozesse definiert.;;;;;
DLC;REST;transitionBusinessProcess.empty.list.item2;All processes are already added to the status.;Es wurden bereits alle Prozesse zum Status hinzugef?;x;x;;;
DLC;REST;deviceLifeCycleTransitions.add.showOptional;Show optional only;Nur die Optionen anzeigen.;;;;;
DLC;REST;deviceLifeCycleTransitions.empty.list.item1;No transitions have been added yet;Es wurden noch keine ?erg?e hinzugef?;;;;;
DLC;REST;deviceLifeCycleTransitions.autoActions.empty;No auto actions;Keine Auto-Aktionen;;;;;
DLC;REST;deviceLifeCycles.pagingtoolbartop.displayMsg;{0} - {1} of {2} device life cycles;{0} - {1} von {2} Ger?lebenszyklen;;;;;
DLC;REST;deviceLifeCycleTransitions.add.successMessage;Transition added;?ergang hinzugef?;;;;
DLC;REST;deviceLifeCycleTransitions.remove.success.msg;Transition removed;?ergang entfernt;;;;;
DLC;REST;deviceLifeCycleTransitions.edit.successMessage;Transition saved;?ergang gespeichert;;;;;
DLC;REST;deviceLifeCycleStates.pagingtoolbartop.emptyMsg;There are no statuses to display;Kein Status zur Anzeige verf?r.;x;x;;;
DLC;REST;deviceLifeCycleTransitions.add.noMandatoryAction;No auto actions are available.;Es sind keine Auto-Aktionen verf?r.;;;;;
DLC;REST;deviceLifeCycleTransitions.add.noMandatoryChecks;No pretransition checks are available.;Es sind keine Pre-Transition- Pr?gen verf?r.;;;;;
DLC;REST;deviceLifeCycleTransitions.add.triggerDefaultMsg;Select a trigger event...;Ein ausl?des Ereignis ausw?en...;;;;;
DLC;REST;deviceLifeCycles.pagingtoolbartop.displayMoreMsg;{0} - {1} of more than {2} device life cycles;{0} - {1} von mehr als {2} Ger?lebenszyklen.;;;;;
DLC;REST;deviceLifeCycleStates.pagingtoolbartop.displayMsg;{0} - {1} of {2} statuses;{0} - {1} von {2} Status;x;x;;;
DLC;REST;deviceLifeCycles.pagingtoolbarbottom.itemsPerPage;Device life cycles per page;Ger?lebenszyklen pro Seite;;;;;
DLC;REST;deviceLifeCycleTransitions.add.pretransitionChecks;Pretransition checks;Pre-Transition-Pr?gen;;;;;
DLC;REST;deviceLifeCycleTransitions.add.partOfMandatoryAction;This is a part of the mandatory auto actions.;Dies geh?zu den zwingenden Auto-Aktionen.;;;;;
DLC;REST;deviceLifeCycleTransitions.add.partOfMandatoryChecks;This is a part of the mandatory checks.;Dies geh?zu den zwingenden Pr?gen.;;;;;
DLC;REST;deviceLifeCycleTransitions.pagingtoolbartop.emptyMsg;There are no transitions to display;Keine ?erg?e zur Anzeige verf?r.;;;;;
DLC;REST;deviceLifeCycleTransitions.pretransitionChecks.empty;No pretransition checks;Keine Pre-Transition-Pr?gen;;;;;
DLC;REST;deviceLifeCycleStates.pagingtoolbartop.displayMoreMsg;{0} - {1} of more than {2} statuses;{0} - {1} von mehr als {2} Status;x;x;;;
DLC;REST;deviceLifeCycleStates.pagingtoolbarbottom.itemsPerPage;Statuses per page;Status pro Seite;x;x;;;
DLC;REST;deviceLifeCycleTransitions.pagingtoolbartop.displayMsg;{0} - {1} of {2} transitions;{0} - {1} von {2} ?erg?e;;;;;
DLC;REST;deviceLifeCycleTransitions.pagingtoolbartop.displayMoreMsg;{0} - {1} of more than {2} transitions;{0} - {1} von mehr als {2} ?erg?en;;;;;
DLC;REST;deviceLifeCycleTransitions.pagingtoolbarbottom.itemsPerPage;Transitions per page;?erg?e pro Seite;;;;;
DLC;REST;deviceLifeCycleTransitions.topologyCategory.tooltip.autoActions;These auto actions aren''t applicable on devices of the type 'Datalogger slave device type';Diese automatischen Aktionen sind nicht auf Ger? vom Typ 'Daten-Logger-Slave-Ger? anwendbar;x;;;;
DLC;REST;deviceLifeCycleTransitions.topologyCategory.tooltip.pretransitions;These pretransition checks aren''t applicable on devices of the type 'Datalogger slave device type';Diese ?erpr?gen vor dem ?ergang sind nicht auf Ger? vom Typ 'Daten-Logger-Slave-Ger? anwendbar;x;;;;
DLC;REST;deviceLifeCycleTransitions.communicationCategory.tooltip.autoActions;These auto actions aren''t applicable on devices of the type 'Datalogger slave device type';Diese automatischen Aktionen sind nicht auf Ger? vom Typ 'Daten-Logger-Slave-Ger? anwendbar;x;;;;
DLC;REST;deviceLifeCycleTransitions.communicationCategory.tooltip.pretransitions;These pretransition checks aren''t applicable on devices of the type 'Datalogger slave device type';Diese ?erpr?gen vor dem ?ergang sind nicht auf Ger? vom Typ 'Daten-Logger-Slave-Ger? anwendbar;x;;;;
DLC;REST;;{0} processes selected;?erg?e pro Seite;;;;;
DLC;DOMAIN;transition.category.ISSUES;Issues and alarms;Probleme;;;;;
DLC;DOMAIN;transition.category.TOPOLOGY;Topology;Topologie;;;;;
DLC;DOMAIN;transition.category.RETENTION;Retention;Retention Comment: pending question;;;;;
DLC;DOMAIN;privilege.view.deviceLifeCycle;View;Ansicht;;;;;
DLC;DOMAIN;transition.category.MONITORING;Monitoring;?erwachung;;;;;
DLC;DOMAIN;transition.category.VALIDATION;Validation;Validierung;;;;;
DLC;DOMAIN;deviceLifeCycle.deviceLifeCycle;Device life cycle access levels;Ger?lebenszyklus-Zugriffsebenen;;;;;
DLC;DOMAIN;transition.category.DECOMMISSION;Decommission;Au?r Betrieb setzen;;;;;
DLC;DOMAIN;transition.category.INSTALLATION;Installation;Installation;;;;;
DLC;DOMAIN;transition.category.MULTIELEMENT;Multi-element;Mit mehreren Strukturebenen;;;;;
DLC;DOMAIN;transition.category.COMMUNICATION;Communication;Kommunikation;;;;;
DLC;DOMAIN;bpmAction.not.device.current.state;Business process with deployment id ''{0}'' and process id ''{1}'' can''t be executed against the device (id={2}) because the device's life cycle doesn''t support that action in its current status.;Der Gesch?sprozess mit der Bereitstellungskennung {0} und der Prozesskennung {1} kann auf dem Ger?(Kennung = {2}) nicht ausgef? werden, da der Arbeitszyklus des Ger? diese Aktion in seinem aktuellen Status nicht unterst?.;x;x;;;
DLC;DOMAIN;authorizedAction.notAllowed2Execute;The current user isn''t allowed to execute this action;Der aktuelle Benutzer ist nicht berechtigt, diese Aktion auszuf?n.;x;;;;
DLC;DOMAIN;privilege.configure.deviceLifeCycle;Administrate;Verwalten;;;;;
DLC;DOMAIN;transition.category.DATA_COLLECTION;Data collection;Datenerfassung;;;;;
DLC;DOMAIN;transition.category.ISSUES_AND_ALARMS;Issues and alarms;Probleme und Alarme;;;;;
DLC;DOMAIN;device.lifecycle.initiate.action.level1;Initiate level 1;Ebene 1 initalisieren;;;;;
DLC;DOMAIN;device.lifecycle.initiate.action.level2;Initiate level 2;Ebene 2 initalisieren;;;;;
DLC;DOMAIN;device.lifecycle.initiate.action.level3;Initiate level 3;Ebene 3 initalisieren;;;;;
DLC;DOMAIN;device.lifecycle.initiate.action.level4;Initiate level 4;Ebene 4 initalisieren;;;;;
DLC;DOMAIN;transition.microaction.name.REMOVE_DEVICE;Remove device;Ger?entfernen.;;;;;
DLC;DOMAIN;transition.microcheck.name.ALL_DATA_VALID;All data valid;Alle Daten g?g;;;;;
DLC;DOMAIN;transitionAction.not.device.current.state;Action ''{0}'' can''t be executed against the device (id={1}) because the device's life cycle doesn''t support that action in its current status.;Die Aktion {0} kann auf dem Ger?(Kennung = {1}) nicht ausgef? werden, da der Arbeitszyklus des Ger? diese Aktion in seinem aktuellen Status nicht unterst?.;x;x;;;
DLC;DOMAIN;transition.microaction.name.SET_MULTIPLIER;Set multiplier;Multiplikator festlegen;;;;;
DLC;DOMAIN;authorizedAction.multiple.microChecksFailed;Action can''t be triggered because the following checks have failed: {0};Die Aktion kann nicht ausgel?werden, weil die folgenden Pr?gen fehlgeschlagen sind: {0};x;;;;
DLC;DOMAIN;deviceLifeCycle.deviceLifeCycle.description;Manage device life cycle access levels;Ger?lebenszyklus-Zugriffsebenen verwalten.;;;;;
DLC;DOMAIN;transition.microaction.name.REMOVE_LOCATION;Remove location;Standort entfernen;;;;;
DLC;DOMAIN;transition.microaction.name.CLOSE_ALL_ISSUES;Close all issues and alarms;Alle Probleme schlie?n.;;;;;
DLC;DOMAIN;transition.microaction.name.SET_LAST_READING;Prepare for data collection;Datenerfassung vorbereiten.;;;;;
DLC;DOMAIN;transition.category.VALIDATION_AND_ESTIMATION;Validation and estimation;Validierung und Bewertung;;;;;
DLC;DOMAIN;transition.microaction.name.ENABLE_ESTIMATION;Activate estimation;Bewertung aktivieren.;;;;;
DLC;DOMAIN;transition.microaction.name.ENABLE_VALIDATION;Activate validation;Validierung aktivieren.;;;;;
DLC;DOMAIN;transition.microcheck.name.ALL_DATA_VALIDATED;All data validated;Alle Daten validiert;;;;;
DLC;DOMAIN;transition.microaction.name.DISABLE_ESTIMATION;Deactivate estimation;Bewertung deaktivieren.;;;;;
DLC;DOMAIN;transition.microaction.name.DISABLE_VALIDATION;Deactivate validation;Validierung deaktivieren.;;;;;
DLC;DOMAIN;microAction.exception.notAllDataValidForDeviceX;Device {0} has still suspect values: Action is undone.;Das Ger?{0} hat noch immer fehlerverd?tige Werte: Die Aktion wurde r??ig gemacht.;;;;;
DLC;DOMAIN;transition.microaction.name.LINK_TO_USAGE_POINT;Link to usage point;Mit Verwendungsstelle verbinden;;;;;
DLC;DOMAIN;transition.microaction.name.START_COMMUNICATION;Trigger all communication;Die gesamte Kommunikation ausl?.;;;;;
DLC;DOMAIN;mdc.device.lifecycle.micro.action.ALL_DATA_VALID;All the collected data on the device must be valid;Alle auf dem Ger?erfassten Daten m?n g?g sein.;;;;;
DLC;DOMAIN;transition.microaction.description.REMOVE_DEVICE;"	Remove the device and all of its data, and close the current meter activation.";Das Ger?und alle zugeh?en Daten entfernen, und die aktuelle Z?eraktivierung schlie?n.;;;;;
DLC;DOMAIN;transition.microcheck.description.ALL_DATA_VALID;Check if all the collected data is valid.;?erpr?, ob alle erfassten Daten g?g sind.;;;;;
DLC;DOMAIN;transition.microaction.description.SET_MULTIPLIER;Set the multiplier on the device. The collected data can be multiplied by this value if it is configured on the respective readingtype.;Den Multiplikator an dem Ger?festlegen. Die erfassten Daten k?n mit diesem Wert multipliziert werden, wenn er f?en entsprechenden Ablesetyp konfiguriert ist.;;;;;
DLC;DOMAIN;transition.microaction.name.DISABLE_COMMUNICATION;Deactivate communication;Kommunikation deaktivieren.;;;;;
DLC;DOMAIN;transition.microaction.description.REMOVE_LOCATION;Removes the location configured on this device.;Entfernt den auf diesem Ger?konfigurierten Standort.;;;;;
DLC;DOMAIN;transition.microaction.name.CLOSE_METER_ACTIVATION;Stop meter activation;Z?eraktivierung unterbrechen.;;;;;
DLC;DOMAIN;transition.microcheck.name.LINKED_WITH_USAGE_POINT;Connected to usage point;Mit der Verwendungsstelle verbunden;;;;;
DLC;DOMAIN;transition.microcheck.name.NO_ACTIVE_SERVICE_CALLS;No active service calls;Keine aktiven Serviceabrufe;;;;;
DLC;DOMAIN;transition.microaction.description.CLOSE_ALL_ISSUES;"Close all issues and alarms on the device with the status ""Won't fix"".";"""Die Kommunikations- und Validierungsprobleme an dem Ger?mit dem Status """"Nicht behebbar"""" schlie?n.""";;;;;
DLC;DOMAIN;transition.microaction.description.SET_LAST_READING;Set the last reading date, so data can be collected starting from the transition date.;Das letzte Ablesedatum festlegen, sodass Daten ab dem ?ergangsdatum erfasst werden k?n.;;;;;
DLC;DOMAIN;transition.microcheck.name.SLAVE_DEVICE_HAS_GATEWAY;Check for master device;F?as Master-Ger??pr?.;;;;;
DLC;DOMAIN;mdc.device.lifecycle.micro.action.ALL_DATA_VALIDATED;All the collected data on the device is validated;Alle auf dem Ger?erfassten Daten wurden validiert.;;;;;
DLC;DOMAIN;transition.microaction.description.ENABLE_ESTIMATION;Activate the data estimation on this device. This auto change is effective immediately.;Die Datenbewertung an diesem Ger?aktivieren. Diese Auto-?derung ist sofort g?g.;;;;;
DLC;DOMAIN;transition.microaction.description.ENABLE_VALIDATION;Activate the data validation on this device. This auto action is effective immediately.;Die Datenvalidierung an diesem Ger?aktivieren. Diese Auto-Aktion ist sofort g?g.;;;;;
DLC;DOMAIN;transition.microaction.name.CANCEL_ALL_SERVICE_CALLS;Cancel all service calls;Alle Serviceabrufe abbrechen?;;;;;
DLC;DOMAIN;transition.microaction.name.DETACH_SLAVE_FROM_MASTER;Disconnect slave from master;Slave vom Master trennen.;;;;;
DLC;DOMAIN;transition.microcheck.description.ALL_DATA_VALIDATED;Check if all the collected data is validated.;?erpr?, ob alle erfassten Daten validiert sind.;;;;;
